DATA LENGTH(steps) :
4798
STEP LENGTH(sec) :
0.005000

dPCz,         PEL_Q0,      PEL_Qx,      PEL_Qy,      PEL_Qz,      WST,         RSP,         RSR,         RSY,         REB,         RWY,         RWP,         LSP,         LSR,         LSY,         LEB,         LWY,         LWP,         NKY,         NK1,         NK2,         RF1,         RF2,         RF3,         RF4,         RF5,         LF1,         LF2,         LF3,         LF4,         LF5
-0.000200    0.999997     0.000039     -0.002536    -0.000005    0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000210    0.999997     0.000043     -0.002642    -0.000004    0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000219    0.999996     0.000048     -0.002748    -0.000002    0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000229    0.999996     0.000053     -0.002856    -0.000001    0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000239    0.999996     0.000058     -0.002964    0.000000     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000249    0.999995     0.000063     -0.003074    0.000002     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000260    0.999995     0.000069     -0.003183    0.000004     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000  -127.000000 
-0.000271    0.999995     0.000075     -0.003294    0.000006     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  -63.500000   -63.500000   -63.500000   -63.500000   -127.000000  -63.500000   -63.500000   -63.500000   -63.500000  
-0.000282    0.999994     0.000081     -0.003404    0.000008     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  0.000000     0.000000     0.000000     0.000000     -127.000000  0.000000     0.000000     0.000000     0.000000    
-0.000294    0.999994     0.000088     -0.003514    0.000010     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  0.000000     0.000000     0.000000     0.000000     -127.000000  0.000000     0.000000     0.000000     0.000000    
-0.000306    0.999993     0.000095     -0.003624    0.000012     0.000000     10.000000    -10.000000   0.000000     -30.000000   0.000000     0.000000     10.000000    10.000000    0.000000     -30.000000   0.000000     0.000000     0.000000     0.000000     0.000000     -127.000000  0.000000     0.000000     0.000000     0.000000     -127.000000  0.000000     0.000000     0.000000     0.000000    
