DATA LENGTH(steps) :
819
STEPLENGTH(sec):
0.005

dPCz,	PEL_Q0,	PEL_Qx,	PEL_Qy,	PEL_Qz,	WST,	RSP,	RSR,	RSY,	REB,	RWY,	RWP,	LSP,	LSR,	LSY,	LEB,	LWY,	LWP,	NKY,	NK1,	NK2,	RF1,	RF2,	RF3,	RF4,	RF5,	LF1,	LF2,	LF3,	LF4,	LF5,

0	1	0	-0	0	0	10	-10	0	-30	0	0	10	10	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	10	-10	0	-30	0	0	10	10	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	10	-10	0	-30	0	0	10	10	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	10	-10	0	-30	0	0	10	10	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	10	-10	0	-30	0	0	10	10	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.99445	-9.99814	0	-30	0.00985487	0	9.99445	9.99814	0	-30	-0.00985487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.98889	-9.99628	0	-30	0.0197097	0	9.98889	9.99628	0	-30	-0.0197097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.97224	-9.99075	0	-30	0.0493317	0	9.97224	9.99075	0	-30	-0.0493317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.9556	-9.98522	0	-30	0.0789536	0	9.9556	9.98522	0	-30	-0.0789536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.92787	-9.97597	0	-30	0.128228	0	9.92787	9.97597	0	-30	-0.128228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.90014	-9.96672	0	-30	0.177502	0	9.90014	9.96672	0	-30	-0.177502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.86135	-9.9538	0	-30	0.246458	0	9.86135	9.9538	0	-30	-0.246458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.82256	-9.94088	0	-30	0.315413	0	9.82256	9.94088	0	-30	-0.315413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.77277	-9.92426	0	-30	0.403935	0	9.77277	9.92426	0	-30	-0.403935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.72298	-9.90764	0	-30	0.492457	0	9.72298	9.90764	0	-30	-0.492457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.66222	-9.88739	0	-30	0.600488	0	9.66222	9.88739	0	-30	-0.600488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.60145	-9.86714	0	-30	0.70852	0	9.60145	9.86714	0	-30	-0.70852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.52978	-9.84324	0	-30	0.835917	0	9.52978	9.84324	0	-30	-0.835917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.4581	-9.81935	0	-30	0.963314	0	9.4581	9.81935	0	-30	-0.963314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.37562	-9.79185	0	-30	1.10999	0	9.37562	9.79185	0	-30	-1.10999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.29315	-9.76435	0	-30	1.25667	0	9.29315	9.76435	0	-30	-1.25667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.19987	-9.73326	0	-30	1.42245	0	9.19987	9.73326	0	-30	-1.42245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.10659	-9.70218	0	-30	1.58824	0	9.10659	9.70218	0	-30	-1.58824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	9.00269	-9.66755	0	-30	1.77299	0	9.00269	9.66755	0	-30	-1.77299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	-0	0	0	8.89878	-9.63291	0	-30	1.95774	0	8.89878	9.63291	0	-30	-1.95774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
