-0.125000	0.110154	0.125000	0.000491	0.000491	-0.000074	0.000000	0.349066	-0.436332	0.000000	-1.919862	0.000000	-0.174533	0.349066	0.436332	0.000000	-1.919862	0.000000	-0.174533	0.000000	-0.025237	-0.669229	1.225902	-0.557196	0.025237	0.000000	0.025237	-0.669229	1.225902	-0.557196	-0.025237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.250000	0.221202	0.250000	0.000982	0.000982	-0.000144	0.000000	0.349072	-0.436331	-0.000010	-1.919868	-0.000010	-0.174526	0.349059	0.436327	-0.000003	-1.919852	0.000010	-0.174525	0.000000	-0.025239	-0.669224	1.225895	-0.557195	0.025238	0.000000	0.025236	-0.669224	1.225894	-0.557195	-0.025237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.375000	0.331851	0.375000	0.001473	0.001473	-0.000210	0.000001	0.349085	-0.436329	-0.000030	-1.919878	-0.000030	-0.174512	0.349044	0.436317	-0.000010	-1.919831	0.000030	-0.174510	0.000000	-0.025241	-0.669215	1.225881	-0.557192	0.025239	0.000000	0.025233	-0.669213	1.225878	-0.557191	-0.025236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.500000	0.443382	0.500000	0.001963	0.001964	-0.000272	0.000001	0.349104	-0.436325	-0.000060	-1.919895	-0.000060	-0.174490	0.349022	0.436301	-0.000020	-1.919801	0.000060	-0.174487	0.000001	-0.025245	-0.669201	1.225859	-0.557187	0.025240	0.000001	0.025229	-0.669198	1.225854	-0.557185	-0.025234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.625000	0.557733	0.625000	0.002454	0.002454	-0.000330	0.000002	0.349132	-0.436322	-0.000100	-1.919916	-0.000100	-0.174467	0.348992	0.436280	-0.000033	-1.919759	0.000100	-0.174456	0.000001	-0.025251	-0.669182	1.225831	-0.557181	0.025241	0.000001	0.025223	-0.669177	1.225821	-0.557177	-0.025232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.750000	0.672873	0.750000	0.002945	0.002945	-0.000385	0.000003	0.349166	-0.436317	-0.000150	-1.919943	-0.000150	-0.174438	0.348955	0.436254	-0.000049	-1.919708	0.000150	-0.174418	0.000001	-0.025258	-0.669160	1.225796	-0.557174	0.025243	0.000002	0.025215	-0.669151	1.225781	-0.557167	-0.025229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.875000	0.787458	0.875000	0.003436	0.003436	-0.000436	0.000004	0.349207	-0.436311	-0.000210	-1.919976	-0.000210	-0.174404	0.348910	0.436223	-0.000068	-1.919646	0.000210	-0.174372	0.000002	-0.025267	-0.669133	1.225753	-0.557165	0.025246	0.000003	0.025205	-0.669120	1.225731	-0.557155	-0.025226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.000000	0.902824	1.000000	0.003927	0.003927	-0.000484	0.000005	0.349255	-0.436303	-0.000280	-1.920014	-0.000280	-0.174363	0.348858	0.436187	-0.000091	-1.919574	0.000280	-0.174318	0.000003	-0.025278	-0.669101	1.225703	-0.557154	0.025249	0.000004	0.025193	-0.669085	1.225673	-0.557141	-0.025222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.125000	1.018665	1.125000	0.004418	0.004418	-0.000529	0.000006	0.349310	-0.436294	-0.000360	-1.920057	-0.000360	-0.174317	0.348799	0.436145	-0.000117	-1.919492	0.000360	-0.174257	0.000003	-0.025291	-0.669066	1.225646	-0.557141	0.025253	0.000005	0.025179	-0.669044	1.225607	-0.557124	-0.025217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.250000	1.135256	1.250000	0.004908	0.004909	-0.000572	0.000007	0.349372	-0.436283	-0.000450	-1.920106	-0.000450	-0.174264	0.348732	0.436098	-0.000146	-1.919400	0.000450	-0.174188	0.000004	-0.025306	-0.669026	1.225581	-0.557126	0.025257	0.000007	0.025163	-0.668999	1.225531	-0.557104	-0.025211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.375000	1.252254	1.375000	0.005399	0.005400	-0.000612	0.000007	0.349440	-0.436271	-0.000549	-1.920160	-0.000549	-0.174206	0.348658	0.436047	-0.000177	-1.919297	0.000549	-0.174112	0.000005	-0.025323	-0.668983	1.225509	-0.557110	0.025262	0.000008	0.025144	-0.668949	1.225447	-0.557082	-0.025205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.500000	1.369973	1.500000	0.005890	0.005891	-0.000650	0.000008	0.349515	-0.436257	-0.000659	-1.920220	-0.000659	-0.174142	0.348576	0.435989	-0.000212	-1.919184	0.000659	-0.174027	0.000006	-0.025342	-0.668936	1.225430	-0.557092	0.025268	0.000010	0.025123	-0.668894	1.225354	-0.557058	-0.025198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.625000	1.486254	1.625000	0.006381	0.006382	-0.000684	0.000009	0.349596	-0.436239	-0.000779	-1.920285	-0.000779	-0.174073	0.348489	0.435927	-0.000244	-1.919060	0.000779	-0.173935	0.000006	-0.025364	-0.668886	1.225344	-0.557072	0.025274	0.000011	0.025100	-0.668834	1.225251	-0.557030	-0.025190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.750000	1.603272	1.750000	0.006871	0.006873	-0.000718	0.000010	0.349684	-0.436219	-0.000909	-1.920355	-0.000909	-0.173998	0.348395	0.435860	-0.000279	-1.918927	0.000909	-0.173836	0.000007	-0.025389	-0.668831	1.225250	-0.557050	0.025281	0.000013	0.025073	-0.668770	1.225139	-0.557000	-0.025181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.875000	1.720371	1.875000	0.007362	0.007364	-0.000747	0.000010	0.349778	-0.436197	-0.001049	-1.920431	-0.001049	-0.173917	0.348294	0.435787	-0.000316	-1.918783	0.001049	-0.173729	0.000008	-0.025416	-0.668774	1.225149	-0.557026	0.025288	0.000015	0.025044	-0.668701	1.225018	-0.556967	-0.025171	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.000000	1.838186	2.000000	0.007853	0.007855	-0.000775	0.000010	0.349879	-0.436172	-0.001199	-1.920512	-0.001199	-0.173831	0.348186	0.435709	-0.000355	-1.918629	0.001199	-0.173614	0.000009	-0.025446	-0.668713	1.225041	-0.557000	0.025297	0.000018	0.025012	-0.668628	1.224888	-0.556931	-0.025161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.125000	1.956983	2.125000	0.008343	0.008346	-0.000799	0.000009	0.349987	-0.436146	-0.001358	-1.920599	-0.001358	-0.173742	0.348069	0.435626	-0.000398	-1.918464	0.001358	-0.173491	0.000010	-0.025478	-0.668648	1.224926	-0.556972	0.025306	0.000020	0.024977	-0.668551	1.224748	-0.556892	-0.025149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.250000	2.077864	2.245826	0.008834	0.008837	-0.000823	0.000009	0.350102	-0.436119	-0.001528	-1.920691	-0.001528	-0.173647	0.347944	0.435538	-0.000444	-1.918290	0.001528	-0.173361	0.000012	-0.025514	-0.668581	1.224803	-0.556942	0.025316	0.000022	0.024939	-0.668469	1.224599	-0.556850	-0.025136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.375000	2.199277	2.362055	0.009325	0.009328	-0.000845	0.000007	0.350224	-0.436089	-0.001708	-1.920788	-0.001708	-0.173548	0.347813	0.435444	-0.000493	-1.918105	0.001708	-0.173223	0.000013	-0.025553	-0.668512	1.224675	-0.556911	0.025327	0.000025	0.024897	-0.668384	1.224442	-0.556806	-0.025122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.500000	2.321380	2.473880	0.009815	0.009819	-0.000866	0.000006	0.350352	-0.436057	-0.001898	-1.920891	-0.001898	-0.173442	0.347673	0.435345	-0.000544	-1.917910	0.001898	-0.173078	0.000014	-0.025595	-0.668440	1.224540	-0.556878	0.025339	0.000028	0.024852	-0.668295	1.224276	-0.556758	-0.025108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.625000	2.443528	2.581437	0.010306	0.010310	-0.000884	0.000004	0.350487	-0.436022	-0.002097	-1.920999	-0.002097	-0.173332	0.347526	0.435242	-0.000595	-1.917704	0.002097	-0.172925	0.000015	-0.025640	-0.668365	1.224398	-0.556843	0.025352	0.000031	0.024804	-0.668203	1.224101	-0.556708	-0.025092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.750000	2.566348	2.684936	0.010796	0.010801	-0.000902	0.000002	0.350629	-0.435985	-0.002307	-1.921113	-0.002307	-0.173216	0.347370	0.435133	-0.000649	-1.917488	0.002307	-0.172764	0.000016	-0.025689	-0.668289	1.224251	-0.556807	0.025366	0.000034	0.024752	-0.668107	1.223917	-0.556655	-0.025075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-2.875000	2.689164	2.784500	0.011287	0.011292	-0.000917	-0.000001	0.350775	-0.435942	-0.002527	-1.921232	-0.002527	-0.173091	0.347208	0.435019	-0.000705	-1.917262	0.002527	-0.172595	0.000017	-0.025742	-0.668211	1.224097	-0.556769	0.025381	0.000037	0.024696	-0.668008	1.223725	-0.556599	-0.025057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-3.000000	2.812634	2.880335	0.011778	0.011783	-0.000931	-0.000004	0.350929	-0.435897	-0.002756	-1.921356	-0.002756	-0.172959	0.347038	0.434899	-0.000764	-1.917026	0.002756	-0.172419	0.000018	-0.025798	-0.668131	1.223938	-0.556729	0.025397	0.000040	0.024637	-0.667905	1.223524	-0.556540	-0.025037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
