0	-0.0542834	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0542834	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0542834	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0542834	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.0544614	0	0	0	0.00036	0	0	0	0.0009	0	0	0	-0.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
