-0.125000	-0.048307	0.125000	-0.000359	0.000491	0.000021	0.000000	0.349066	-0.436332	0.000000	-1.919862	0.000000	-0.174533	0.349066	0.436332	0.000000	-1.919862	0.000000	-0.174533	0.000000	-0.025237	-0.669229	1.225902	-0.557196	0.025237	0.000000	0.025237	-0.669229	1.225902	-0.557196	-0.025237	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.250000	-0.095821	0.250000	-0.000704	0.000982	0.000042	0.000000	0.349061	-0.436327	0.000008	-1.919855	-0.000010	-0.174525	0.349058	0.436327	-0.000010	-1.919857	-0.000010	-0.174525	-0.000000	-0.025237	-0.669224	1.225894	-0.557195	0.025237	-0.000000	0.025238	-0.669224	1.225895	-0.557195	-0.025238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.375000	-0.142533	0.375000	-0.001036	0.001473	0.000063	0.000001	0.349052	-0.436317	0.000023	-1.919840	-0.000030	-0.174510	0.349042	0.436317	-0.000030	-1.919845	-0.000030	-0.174510	-0.000000	-0.025235	-0.669214	1.225878	-0.557191	0.025237	-0.000000	0.025240	-0.669215	1.225880	-0.557192	-0.025238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.500000	-0.188708	0.500000	-0.001357	0.001963	0.000083	0.000002	0.349039	-0.436301	0.000046	-1.919817	-0.000060	-0.174487	0.349020	0.436301	-0.000060	-1.919829	-0.000058	-0.174487	-0.000000	-0.025232	-0.669198	1.225855	-0.557185	0.025236	-0.000000	0.025242	-0.669200	1.225858	-0.557187	-0.025238	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.625000	-0.234088	0.625000	-0.001665	0.002454	0.000103	0.000004	0.349021	-0.436280	0.000077	-1.919786	-0.000100	-0.174456	0.348990	0.436280	-0.000100	-1.919806	-0.000097	-0.174456	-0.000001	-0.025229	-0.669178	1.225823	-0.557178	0.025235	-0.000000	0.025245	-0.669181	1.225829	-0.557181	-0.025239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.750000	-0.278661	0.750000	-0.001962	0.002945	0.000122	0.000006	0.348998	-0.436254	0.000115	-1.919748	-0.000150	-0.174418	0.348952	0.436254	-0.000150	-1.919779	-0.000145	-0.174418	-0.000001	-0.025224	-0.669153	1.225783	-0.557168	0.025234	-0.000000	0.025249	-0.669158	1.225793	-0.557173	-0.025239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.875000	-0.322453	0.875000	-0.002246	0.003436	0.000141	0.000009	0.348971	-0.436223	0.000160	-1.919703	-0.000210	-0.174372	0.348907	0.436223	-0.000210	-1.919746	-0.000204	-0.174372	-0.000001	-0.025219	-0.669123	1.225735	-0.557157	0.025232	-0.000000	0.025253	-0.669130	1.225749	-0.557163	-0.025240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.000000	-0.365471	1.000000	-0.002519	0.003927	0.000159	0.000011	0.348940	-0.436187	0.000213	-1.919650	-0.000280	-0.174318	0.348855	0.436187	-0.000280	-1.919707	-0.000273	-0.174318	-0.000002	-0.025212	-0.669088	1.225679	-0.557143	0.025230	-0.000000	0.025259	-0.669098	1.225697	-0.557151	-0.025241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.125000	-0.407724	1.125000	-0.002781	0.004418	0.000177	0.000015	0.348904	-0.436145	0.000273	-1.919591	-0.000360	-0.174257	0.348795	0.436145	-0.000360	-1.919663	-0.000352	-0.174257	-0.000003	-0.025205	-0.669048	1.225614	-0.557127	0.025228	-0.000000	0.025265	-0.669061	1.225638	-0.557138	-0.025242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-1.250000	-0.449802	1.250000	-0.003037	0.004909	0.000195	0.000018	0.348863	-0.436098	0.000341	-1.919522	-0.000450	-0.174188	0.348726	0.436098	-0.000450	-1.919613	-0.000442	-0.174188	-0.000003	-0.025196	-0.669004	1.225541	-0.557108	0.025225	-0.000000	0.025272	-0.669021	1.225571	-0.557122	-0.025243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
